,position,img,count,mean,frame,mask,nuclei_count,Hours,total_int/cell#,count/cell_count,dose,beads,replicate
2486,XY056,expt1002_TRITC_XY056_T04.tif,75362.0,3719.24907778456,4.0,expt1002_Cy5_XY056_T04_cp_masks.tif,87.0,1.5,3221724.701149425,866.2298850574713,10,True,1
2487,XY056,expt1002_TRITC_XY056_T05.tif,102375.0,4227.94442979243,5.0,expt1002_Cy5_XY056_T05_cp_masks.tif,87.0,2.0,4975124.264367817,1176.7241379310344,10,True,1
2488,XY056,expt1002_TRITC_XY056_T06.tif,127800.0,4720.084045383412,6.0,expt1002_Cy5_XY056_T06_cp_masks.tif,87.0,2.5,6933640.7011494255,1468.9655172413793,10,True,1
2489,XY056,expt1002_TRITC_XY056_T07.tif,148673.0,5027.897244287799,7.0,expt1002_Cy5_XY056_T07_cp_masks.tif,88.0,3.0,8494460.988636363,1689.465909090909,10,True,1
2490,XY056,expt1002_TRITC_XY056_T08.tif,163294.0,5333.680478155964,8.0,expt1002_Cy5_XY056_T08_cp_masks.tif,91.0,3.5,9570967.252747253,1794.4395604395604,10,True,1
2491,XY056,expt1002_TRITC_XY056_T09.tif,174937.0,5735.091055637172,9.0,expt1002_Cy5_XY056_T09_cp_masks.tif,89.0,4.0,11272804.764044942,1965.584269662921,10,True,1
2492,XY056,expt1002_TRITC_XY056_T10.tif,184848.0,6004.753126893447,10.0,expt1002_Cy5_XY056_T10_cp_masks.tif,94.0,4.5,11808155.382978724,1966.468085106383,10,True,1
2493,XY056,expt1002_TRITC_XY056_T11.tif,190218.0,6036.336608522853,11.0,expt1002_Cy5_XY056_T11_cp_masks.tif,93.0,5.0,12346450.29032258,2045.354838709677,10,True,1
2494,XY056,expt1002_TRITC_XY056_T12.tif,196848.0,6191.722603226855,12.0,expt1002_Cy5_XY056_T12_cp_masks.tif,92.0,5.5,13248132.72826087,2139.6521739130435,10,True,1
2495,XY056,expt1002_TRITC_XY056_T13.tif,206748.0,6000.419196316288,13.0,expt1002_Cy5_XY056_T13_cp_masks.tif,91.0,6.0,13632688.65934066,2271.956043956044,10,True,1
2496,XY057,expt1002_TRITC_XY057_T01.tif,43.0,2067.813953488372,1.0,expt1002_Cy5_XY057_T01_cp_masks.tif,79.0,0.0,1125.518987341772,0.5443037974683544,10,True,1
2497,XY057,expt1002_TRITC_XY057_T02.tif,17267.0,2719.426362425436,2.0,expt1002_Cy5_XY057_T02_cp_masks.tif,74.0,0.5,634545.0675675676,233.33783783783784,10,True,1
2498,XY057,expt1002_TRITC_XY057_T03.tif,54557.0,3637.323588173837,3.0,expt1002_Cy5_XY057_T03_cp_masks.tif,74.0,1.0,2681641.391891892,737.2567567567568,10,True,1
2499,XY057,expt1002_TRITC_XY057_T04.tif,77535.0,4309.871928806346,4.0,expt1002_Cy5_XY057_T04_cp_masks.tif,72.0,1.5,4641193.333333333,1076.875,10,True,1
2500,XY057,expt1002_TRITC_XY057_T05.tif,99113.0,4932.47022085902,5.0,expt1002_Cy5_XY057_T05_cp_masks.tif,73.0,2.0,6696875.630136986,1357.7123287671234,10,True,1
2501,XY057,expt1002_TRITC_XY057_T06.tif,112440.0,5533.446389185343,6.0,expt1002_Cy5_XY057_T06_cp_masks.tif,80.0,2.5,7777258.9,1405.5,10,True,1
2502,XY057,expt1002_TRITC_XY057_T07.tif,126002.0,5890.399906350693,7.0,expt1002_Cy5_XY057_T07_cp_masks.tif,77.0,3.0,9638989.207792208,1636.3896103896104,10,True,1
2503,XY057,expt1002_TRITC_XY057_T08.tif,131285.0,6162.700514148608,8.0,expt1002_Cy5_XY057_T08_cp_masks.tif,77.0,3.5,10507404.376623375,1705.0,10,True,1
2504,XY057,expt1002_TRITC_XY057_T09.tif,140375.0,6588.734703472841,9.0,expt1002_Cy5_XY057_T09_cp_masks.tif,79.0,4.0,11707514.35443038,1776.8987341772151,10,True,1
2505,XY057,expt1002_TRITC_XY057_T10.tif,147058.0,6739.884841355111,10.0,expt1002_Cy5_XY057_T10_cp_masks.tif,81.0,4.5,12236468.950617284,1815.530864197531,10,True,1
2506,XY057,expt1002_TRITC_XY057_T11.tif,153877.0,6831.112122019536,11.0,expt1002_Cy5_XY057_T11_cp_masks.tif,79.0,5.0,13305709.367088608,1947.8101265822784,10,True,1
2507,XY057,expt1002_TRITC_XY057_T12.tif,158325.0,6944.470348965735,12.0,expt1002_Cy5_XY057_T12_cp_masks.tif,77.0,5.5,14279003.48051948,2056.1688311688317,10,True,1
2508,XY057,expt1002_TRITC_XY057_T13.tif,164318.0,6993.926459669665,13.0,expt1002_Cy5_XY057_T13_cp_masks.tif,79.0,6.0,14547189.974683544,2079.974683544304,10,True,1
2509,XY058,expt1002_TRITC_XY058_T01.tif,66.0,1964.2121212121208,1.0,expt1002_Cy5_XY058_T01_cp_masks.tif,60.0,0.0,2160.633333333333,1.1,10,True,1
2510,XY058,expt1002_TRITC_XY058_T02.tif,10120.0,2474.2399209486166,2.0,expt1002_Cy5_XY058_T02_cp_masks.tif,65.0,0.5,385220.1230769231,155.69230769230768,10,True,1
2511,XY058,expt1002_TRITC_XY058_T03.tif,41000.0,3316.7691219512194,3.0,expt1002_Cy5_XY058_T03_cp_masks.tif,64.0,1.0,2124805.21875,640.625,10,True,1
2512,XY058,expt1002_TRITC_XY058_T04.tif,62570.0,3963.4231420808696,4.0,expt1002_Cy5_XY058_T04_cp_masks.tif,65.0,1.5,3815252.092307693,962.6153846153846,10,True,1
2513,XY058,expt1002_TRITC_XY058_T05.tif,81093.0,4505.010247493618,5.0,expt1002_Cy5_XY058_T05_cp_masks.tif,64.0,2.0,5708199.9375,1267.078125,10,True,1
2514,XY058,expt1002_TRITC_XY058_T06.tif,94539.0,5117.027470144596,6.0,expt1002_Cy5_XY058_T06_cp_masks.tif,65.0,2.5,7442440.923076922,1454.446153846154,10,True,1
2515,XY058,expt1002_TRITC_XY058_T07.tif,108042.0,5611.353769830252,7.0,expt1002_Cy5_XY058_T07_cp_masks.tif,66.0,3.0,9185786.12121212,1637.0,10,True,1
2516,XY058,expt1002_TRITC_XY058_T08.tif,113668.0,5933.527034873491,8.0,expt1002_Cy5_XY058_T08_cp_masks.tif,64.0,3.5,10538314.859375,1776.0625,10,True,1
2517,XY058,expt1002_TRITC_XY058_T09.tif,118206.0,6307.640195929141,9.0,expt1002_Cy5_XY058_T09_cp_masks.tif,65.0,4.0,11470783.33846154,1818.553846153846,10,True,1
2518,XY058,expt1002_TRITC_XY058_T10.tif,121615.0,6275.675385437652,10.0,expt1002_Cy5_XY058_T10_cp_masks.tif,63.0,4.5,12114543.84126984,1930.3968253968253,10,True,1
2519,XY058,expt1002_TRITC_XY058_T11.tif,126350.0,6212.403965176098,11.0,expt1002_Cy5_XY058_T11_cp_masks.tif,67.0,5.0,11715481.208955225,1885.820895522388,10,True,1
2520,XY058,expt1002_TRITC_XY058_T12.tif,134287.0,6362.16178781267,12.0,expt1002_Cy5_XY058_T12_cp_masks.tif,67.0,5.5,12751576.417910447,2004.2835820895525,10,True,1
2521,XY058,expt1002_TRITC_XY058_T13.tif,142225.0,6353.6287572508345,13.0,expt1002_Cy5_XY058_T13_cp_masks.tif,64.0,6.0,14119450.781249998,2222.265625,10,True,1
2522,XY059,expt1002_TRITC_XY059_T01.tif,88.0,2287.215909090909,1.0,expt1002_Cy5_XY059_T01_cp_masks.tif,83.0,0.0,2425.0,1.0602409638554218,10,True,1
2523,XY059,expt1002_TRITC_XY059_T02.tif,16814.0,2680.772629951231,2.0,expt1002_Cy5_XY059_T02_cp_masks.tif,88.0,0.5,512210.3522727273,191.0681818181818,10,True,1
2524,XY059,expt1002_TRITC_XY059_T03.tif,60640.0,3510.5870547493405,3.0,expt1002_Cy5_XY059_T03_cp_masks.tif,87.0,1.0,2446919.528735632,697.0114942528736,10,True,1
2525,XY059,expt1002_TRITC_XY059_T04.tif,84305.0,4114.068524998517,4.0,expt1002_Cy5_XY059_T04_cp_masks.tif,90.0,1.5,3853739.4111111113,936.7222222222222,10,True,1
2526,XY059,expt1002_TRITC_XY059_T05.tif,111014.0,4697.258417857207,5.0,expt1002_Cy5_XY059_T05_cp_masks.tif,93.0,2.0,5607112.322580645,1193.6989247311828,10,True,1
2527,XY059,expt1002_TRITC_XY059_T06.tif,133163.0,5225.067616379925,6.0,expt1002_Cy5_XY059_T06_cp_masks.tif,90.0,2.5,7730951.988888889,1479.588888888889,10,True,1
2528,XY059,expt1002_TRITC_XY059_T07.tif,155825.0,5575.215774105567,7.0,expt1002_Cy5_XY059_T07_cp_masks.tif,90.0,3.0,9652866.644444443,1731.388888888889,10,True,1
2529,XY059,expt1002_TRITC_XY059_T08.tif,170944.0,5951.511752386747,8.0,expt1002_Cy5_XY059_T08_cp_masks.tif,91.0,3.5,11179947.527472528,1878.5054945054944,10,True,1
2530,XY059,expt1002_TRITC_XY059_T09.tif,184059.0,6276.271445569084,9.0,expt1002_Cy5_XY059_T09_cp_masks.tif,92.0,4.0,12556567.891304348,2000.641304347826,10,True,1
2531,XY059,expt1002_TRITC_XY059_T10.tif,192114.0,6508.428443528322,10.0,expt1002_Cy5_XY059_T10_cp_masks.tif,94.0,4.5,13301704.489361702,2043.7659574468084,10,True,1
2532,XY059,expt1002_TRITC_XY059_T11.tif,198698.0,6501.4142618446085,11.0,expt1002_Cy5_XY059_T11_cp_masks.tif,89.0,5.0,14514809.11235955,2232.561797752809,10,True,1
2533,XY059,expt1002_TRITC_XY059_T12.tif,203552.0,6563.722012065713,12.0,expt1002_Cy5_XY059_T12_cp_masks.tif,93.0,5.5,14366223.043010753,2188.7311827956987,10,True,1
2534,XY059,expt1002_TRITC_XY059_T13.tif,208521.0,6504.466917001166,13.0,expt1002_Cy5_XY059_T13_cp_masks.tif,93.0,6.0,14584063.935483873,2242.1612903225805,10,True,1
2535,XY060,expt1002_TRITC_XY060_T01.tif,11.0,1943.0,1.0,expt1002_Cy5_XY060_T01_cp_masks.tif,78.0,0.0,274.0128205128205,0.141025641025641,10,True,1
2536,XY060,expt1002_TRITC_XY060_T02.tif,12559.0,2672.1542320248427,2.0,expt1002_Cy5_XY060_T02_cp_masks.tif,84.0,0.5,399518.8690476191,149.51190476190476,10,True,1
2537,XY060,expt1002_TRITC_XY060_T03.tif,51967.0,3404.026478342025,3.0,expt1002_Cy5_XY060_T03_cp_masks.tif,76.0,1.0,2327592.6842105263,683.7763157894736,10,True,1
2538,XY060,expt1002_TRITC_XY060_T04.tif,79136.0,3970.304829660332,4.0,expt1002_Cy5_XY060_T04_cp_masks.tif,76.0,1.5,4134132.144736842,1041.2631578947369,10,True,1
2539,XY060,expt1002_TRITC_XY060_T05.tif,98492.0,4511.164784957154,5.0,expt1002_Cy5_XY060_T05_cp_masks.tif,79.0,2.0,5624223.316455696,1246.73417721519,10,True,1
2540,XY060,expt1002_TRITC_XY060_T06.tif,113577.0,4976.495003389771,6.0,expt1002_Cy5_XY060_T06_cp_masks.tif,80.0,2.5,7065192.1625,1419.7125,10,True,1
2541,XY060,expt1002_TRITC_XY060_T07.tif,122030.0,5435.68582315824,7.0,expt1002_Cy5_XY060_T07_cp_masks.tif,80.0,3.0,8291459.2625,1525.375,10,True,1
2542,XY060,expt1002_TRITC_XY060_T08.tif,126127.0,5752.778564462803,8.0,expt1002_Cy5_XY060_T08_cp_masks.tif,78.0,3.5,9302316.692307692,1617.0128205128206,10,True,1
2543,XY060,expt1002_TRITC_XY060_T09.tif,133023.0,5990.32941671741,9.0,expt1002_Cy5_XY060_T09_cp_masks.tif,78.0,4.0,10216046.025641026,1705.423076923077,10,True,1
2544,XY060,expt1002_TRITC_XY060_T10.tif,139092.0,6158.25373853277,10.0,expt1002_Cy5_XY060_T10_cp_masks.tif,77.0,4.5,11124205.57142857,1806.3896103896104,10,True,1
2545,XY060,expt1002_TRITC_XY060_T11.tif,143337.0,6289.170409594173,11.0,expt1002_Cy5_XY060_T11_cp_masks.tif,74.0,5.0,12182038.094594594,1936.9864864864865,10,True,1
2546,XY060,expt1002_TRITC_XY060_T12.tif,150166.0,6274.137794174447,12.0,expt1002_Cy5_XY060_T12_cp_masks.tif,78.0,5.5,12079002.256410256,1925.205128205128,10,True,1
2547,XY060,expt1002_TRITC_XY060_T13.tif,159341.0,6392.448271317489,13.0,expt1002_Cy5_XY060_T13_cp_masks.tif,77.0,6.0,13228300.000000002,2069.3636363636365,10,True,1
2548,XY061,expt1002_TRITC_XY061_T01.tif,248.0,1953.153225806452,1.0,expt1002_Cy5_XY061_T01_cp_masks.tif,83.0,0.0,5835.9277108433735,2.9879518072289155,20,True,1
2549,XY061,expt1002_TRITC_XY061_T02.tif,286.0,2252.594405594405,2.0,expt1002_Cy5_XY061_T02_cp_masks.tif,83.0,0.5,7761.951807228916,3.4457831325301207,20,True,1
2550,XY061,expt1002_TRITC_XY061_T03.tif,5471.0,2452.082434655456,3.0,expt1002_Cy5_XY061_T03_cp_masks.tif,79.0,1.0,169814.46835443037,69.25316455696202,20,True,1
2551,XY061,expt1002_TRITC_XY061_T04.tif,10808.0,2619.5473723168025,4.0,expt1002_Cy5_XY061_T04_cp_masks.tif,76.0,1.5,372527.2105263158,142.21052631578948,20,True,1
2552,XY061,expt1002_TRITC_XY061_T05.tif,16657.0,2656.503932280723,5.0,expt1002_Cy5_XY061_T05_cp_masks.tif,76.0,2.0,582228.7631578947,219.17105263157896,20,True,1
2553,XY061,expt1002_TRITC_XY061_T06.tif,26639.0,2829.7108750328466,6.0,expt1002_Cy5_XY061_T06_cp_masks.tif,77.0,2.5,978969.7142857144,345.961038961039,20,True,1
2554,XY061,expt1002_TRITC_XY061_T07.tif,37852.0,2951.4362517172144,7.0,expt1002_Cy5_XY061_T07_cp_masks.tif,84.0,3.0,1329973.392857143,450.6190476190476,20,True,1
2555,XY061,expt1002_TRITC_XY061_T08.tif,49814.0,3138.312261613201,8.0,expt1002_Cy5_XY061_T08_cp_masks.tif,75.0,3.5,2084425.16,664.1866666666666,20,True,1
2556,XY061,expt1002_TRITC_XY061_T09.tif,59352.0,3399.500387518533,9.0,expt1002_Cy5_XY061_T09_cp_masks.tif,76.0,4.0,2654830.8815789474,780.9473684210526,20,True,1
2557,XY061,expt1002_TRITC_XY061_T10.tif,68941.0,3533.862302548556,10.0,expt1002_Cy5_XY061_T10_cp_masks.tif,74.0,4.5,3292270.283783784,931.6351351351352,20,True,1
2558,XY061,expt1002_TRITC_XY061_T11.tif,79179.0,3661.7418760024752,11.0,expt1002_Cy5_XY061_T11_cp_masks.tif,73.0,5.0,3971685.7534246575,1084.6438356164383,20,True,1
2559,XY061,expt1002_TRITC_XY061_T12.tif,86343.0,3848.189708488239,12.0,expt1002_Cy5_XY061_T12_cp_masks.tif,71.0,5.5,4679778.084507043,1216.098591549296,20,True,1
2560,XY061,expt1002_TRITC_XY061_T13.tif,93082.0,3983.4011839023656,13.0,expt1002_Cy5_XY061_T13_cp_masks.tif,75.0,6.0,4943772.653333333,1241.0933333333332,20,True,1
2561,XY062,expt1002_TRITC_XY062_T01.tif,262.0,2320.2748091603053,1.0,expt1002_Cy5_XY062_T01_cp_masks.tif,80.0,0.0,7598.9,3.275,20,True,1
2562,XY062,expt1002_TRITC_XY062_T02.tif,622.0,2089.1945337620577,2.0,expt1002_Cy5_XY062_T02_cp_masks.tif,84.0,0.5,15469.988095238095,7.404761904761905,20,True,1
2563,XY062,expt1002_TRITC_XY062_T03.tif,7295.0,2422.5776559287183,3.0,expt1002_Cy5_XY062_T03_cp_masks.tif,78.0,1.0,226573.12820512825,93.52564102564102,20,True,1
2564,XY062,expt1002_TRITC_XY062_T04.tif,17304.0,2562.99069579288,4.0,expt1002_Cy5_XY062_T04_cp_masks.tif,73.0,1.5,607534.1232876712,237.04109589041096,20,True,1
2565,XY062,expt1002_TRITC_XY062_T05.tif,25290.0,2704.036575721629,5.0,expt1002_Cy5_XY062_T05_cp_masks.tif,75.0,2.0,911801.1333333332,337.2,20,True,1
2566,XY062,expt1002_TRITC_XY062_T06.tif,37865.0,2982.718579162816,6.0,expt1002_Cy5_XY062_T06_cp_masks.tif,76.0,2.5,1486061.0394736845,498.2236842105263,20,True,1
2567,XY062,expt1002_TRITC_XY062_T07.tif,47698.0,3200.8238290913664,7.0,expt1002_Cy5_XY062_T07_cp_masks.tif,77.0,3.0,1982764.87012987,619.4545454545455,20,True,1
2568,XY062,expt1002_TRITC_XY062_T08.tif,55999.0,3442.4105966177967,8.0,expt1002_Cy5_XY062_T08_cp_masks.tif,74.0,3.5,2605020.9594594594,756.7432432432432,20,True,1
2569,XY062,expt1002_TRITC_XY062_T09.tif,60264.0,3715.024409265897,9.0,expt1002_Cy5_XY062_T09_cp_masks.tif,82.0,4.0,2730271.1097560977,734.9268292682926,20,True,1
2570,XY062,expt1002_TRITC_XY062_T10.tif,64195.0,3886.943749513202,10.0,expt1002_Cy5_XY062_T10_cp_masks.tif,74.0,4.5,3371923.7027027025,867.5,20,True,1
2571,XY062,expt1002_TRITC_XY062_T11.tif,69320.0,4068.315103866128,11.0,expt1002_Cy5_XY062_T11_cp_masks.tif,82.0,5.0,3439214.6707317075,845.3658536585366,20,True,1
2572,XY062,expt1002_TRITC_XY062_T12.tif,73618.0,4240.67293325002,12.0,expt1002_Cy5_XY062_T12_cp_masks.tif,84.0,5.5,3716545.952380952,876.4047619047619,20,True,1
2573,XY062,expt1002_TRITC_XY062_T13.tif,78426.0,4294.262361971795,13.0,expt1002_Cy5_XY062_T13_cp_masks.tif,83.0,6.0,4057612.2891566255,944.8915662650602,20,True,1
2574,XY063,expt1002_TRITC_XY063_T01.tif,134.0,2158.783582089552,1.0,expt1002_Cy5_XY063_T01_cp_masks.tif,32.0,0.0,9039.90625,4.1875,20,True,1
2575,XY063,expt1002_TRITC_XY063_T02.tif,454.0,2185.27973568282,2.0,expt1002_Cy5_XY063_T02_cp_masks.tif,28.0,0.5,35432.75000000001,16.214285714285715,20,True,1
2576,XY063,expt1002_TRITC_XY063_T03.tif,5371.0,2389.4105380748465,3.0,expt1002_Cy5_XY063_T03_cp_masks.tif,29.0,1.0,442535.3103448276,185.20689655172413,20,True,1
2577,XY063,expt1002_TRITC_XY063_T04.tif,10882.0,2744.047601543834,4.0,expt1002_Cy5_XY063_T04_cp_masks.tif,29.0,1.5,1029680.2068965518,375.2413793103448,20,True,1
2578,XY063,expt1002_TRITC_XY063_T05.tif,16041.0,2873.5425472227416,5.0,expt1002_Cy5_XY063_T05_cp_masks.tif,34.0,2.0,1355720.4705882352,471.7941176470589,20,True,1
2579,XY063,expt1002_TRITC_XY063_T06.tif,20721.0,3117.38777086048,6.0,expt1002_Cy5_XY063_T06_cp_masks.tif,31.0,2.5,2083722.322580645,668.4193548387096,20,True,1
2580,XY063,expt1002_TRITC_XY063_T07.tif,26276.0,3387.84662810169,7.0,expt1002_Cy5_XY063_T07_cp_masks.tif,33.0,3.0,2697547.212121212,796.2424242424242,20,True,1
2581,XY063,expt1002_TRITC_XY063_T08.tif,30555.0,3673.9665193912615,8.0,expt1002_Cy5_XY063_T08_cp_masks.tif,33.0,3.5,3401759.0,925.9090909090908,20,True,1
2582,XY063,expt1002_TRITC_XY063_T09.tif,34686.0,3873.383757135444,9.0,expt1002_Cy5_XY063_T09_cp_masks.tif,37.0,4.0,3631140.243243243,937.4594594594596,20,True,1
2583,XY063,expt1002_TRITC_XY063_T10.tif,38063.0,3962.049260436645,10.0,expt1002_Cy5_XY063_T10_cp_masks.tif,35.0,4.5,4308785.171428571,1087.5142857142855,20,True,1
2584,XY063,expt1002_TRITC_XY063_T11.tif,40580.0,4220.437530803351,11.0,expt1002_Cy5_XY063_T11_cp_masks.tif,36.0,5.0,4757370.972222222,1127.2222222222222,20,True,1
2585,XY063,expt1002_TRITC_XY063_T12.tif,42730.0,4478.86534051018,12.0,expt1002_Cy5_XY063_T12_cp_masks.tif,36.0,5.5,5316164.333333333,1186.9444444444443,20,True,1
2586,XY063,expt1002_TRITC_XY063_T13.tif,43467.0,4634.16108772172,13.0,expt1002_Cy5_XY063_T13_cp_masks.tif,36.0,6.0,5595363.333333333,1207.4166666666667,20,True,1
2587,XY064,expt1002_TRITC_XY064_T01.tif,354.0,2444.0338983050847,1.0,expt1002_Cy5_XY064_T01_cp_masks.tif,52.0,0.0,16638.23076923077,6.807692307692308,20,True,1
2588,XY064,expt1002_TRITC_XY064_T02.tif,428.0,2104.7242990654204,2.0,expt1002_Cy5_XY064_T02_cp_masks.tif,48.0,0.5,18767.125,8.916666666666666,20,True,1
2589,XY064,expt1002_TRITC_XY064_T03.tif,4142.0,2337.1199903428296,3.0,expt1002_Cy5_XY064_T03_cp_masks.tif,53.0,1.0,182648.1320754717,78.15094339622641,20,True,1
2590,XY064,expt1002_TRITC_XY064_T04.tif,8982.0,2491.4971053217546,4.0,expt1002_Cy5_XY064_T04_cp_masks.tif,56.0,1.5,399618.3392857143,160.39285714285714,20,True,1
2591,XY064,expt1002_TRITC_XY064_T05.tif,14522.0,2564.767249690125,5.0,expt1002_Cy5_XY064_T05_cp_masks.tif,56.0,2.0,665099.1071428572,259.32142857142856,20,True,1
2592,XY064,expt1002_TRITC_XY064_T06.tif,22169.0,2729.245568135685,6.0,expt1002_Cy5_XY064_T06_cp_masks.tif,59.0,2.5,1025502.4576271188,375.7457627118644,20,True,1
2593,XY064,expt1002_TRITC_XY064_T07.tif,30314.0,2914.38925908821,7.0,expt1002_Cy5_XY064_T07_cp_masks.tif,61.0,3.0,1448308.1311475409,496.9508196721312,20,True,1
2594,XY064,expt1002_TRITC_XY064_T08.tif,37985.0,3077.3842042911674,8.0,expt1002_Cy5_XY064_T08_cp_masks.tif,60.0,3.5,1948240.65,633.0833333333334,20,True,1
2595,XY064,expt1002_TRITC_XY064_T09.tif,48641.0,3394.306983820234,9.0,expt1002_Cy5_XY064_T09_cp_masks.tif,60.0,4.0,2751708.1,810.6833333333333,20,True,1
2596,XY064,expt1002_TRITC_XY064_T10.tif,51619.0,3637.4379395183946,10.0,expt1002_Cy5_XY064_T10_cp_masks.tif,56.0,4.5,3352873.375,921.7678571428572,20,True,1
2597,XY064,expt1002_TRITC_XY064_T11.tif,57508.0,3834.78197815956,11.0,expt1002_Cy5_XY064_T11_cp_masks.tif,58.0,5.0,3802252.4482758623,991.5172413793103,20,True,1
2598,XY064,expt1002_TRITC_XY064_T12.tif,62803.0,4052.098116332023,12.0,expt1002_Cy5_XY064_T12_cp_masks.tif,58.0,5.5,4387653.75862069,1082.8103448275865,20,True,1
2599,XY064,expt1002_TRITC_XY064_T13.tif,66051.0,4305.825861834037,13.0,expt1002_Cy5_XY064_T13_cp_masks.tif,55.0,6.0,5170983.709090909,1200.9272727272728,20,True,1
2600,XY065,expt1002_TRITC_XY065_T01.tif,47.0,2025.4468085106384,1.0,expt1002_Cy5_XY065_T01_cp_masks.tif,176.0,0.0,540.8863636363636,0.2670454545454545,20,True,1
2601,XY065,expt1002_TRITC_XY065_T02.tif,1264.0,2115.8235759493678,2.0,expt1002_Cy5_XY065_T02_cp_masks.tif,180.0,0.5,14857.783333333336,7.022222222222222,20,True,1
2602,XY065,expt1002_TRITC_XY065_T03.tif,15863.0,2302.8200214335247,3.0,expt1002_Cy5_XY065_T03_cp_masks.tif,176.0,1.0,207554.73863636365,90.1306818181818,20,True,1
2603,XY065,expt1002_TRITC_XY065_T04.tif,45909.0,2502.9130235901457,4.0,expt1002_Cy5_XY065_T04_cp_masks.tif,180.0,1.5,638367.9666666667,255.05,20,True,1
2604,XY065,expt1002_TRITC_XY065_T05.tif,76558.0,2755.593981033988,5.0,expt1002_Cy5_XY065_T05_cp_masks.tif,183.0,2.0,1152801.9890710383,418.3497267759563,20,True,1
2605,XY065,expt1002_TRITC_XY065_T06.tif,109276.0,3153.5385903583588,6.0,expt1002_Cy5_XY065_T06_cp_masks.tif,174.0,2.5,1980494.7298850573,628.0229885057471,20,True,1
2606,XY065,expt1002_TRITC_XY065_T07.tif,136078.0,3470.2610341127884,7.0,expt1002_Cy5_XY065_T07_cp_masks.tif,173.0,3.0,2729631.104046243,786.5780346820809,20,True,1
2607,XY065,expt1002_TRITC_XY065_T08.tif,157206.0,3705.2783608768113,8.0,expt1002_Cy5_XY065_T08_cp_masks.tif,164.0,3.5,3551780.426829268,958.5731707317074,20,True,1
2608,XY065,expt1002_TRITC_XY065_T09.tif,171836.0,3932.323663260318,9.0,expt1002_Cy5_XY065_T09_cp_masks.tif,169.0,4.0,3998312.24260355,1016.7810650887574,20,True,1
2609,XY065,expt1002_TRITC_XY065_T10.tif,185484.0,3925.453149597809,10.0,expt1002_Cy5_XY065_T10_cp_masks.tif,168.0,4.5,4333980.666666667,1104.071428571429,20,True,1
2610,XY065,expt1002_TRITC_XY065_T11.tif,201378.0,3990.0293875199873,11.0,expt1002_Cy5_XY065_T11_cp_masks.tif,168.0,5.0,4782762.726190476,1198.678571428571,20,True,1
2611,XY065,expt1002_TRITC_XY065_T12.tif,215165.0,4065.5688518114007,12.0,expt1002_Cy5_XY065_T12_cp_masks.tif,166.0,5.5,5269687.481927711,1296.1746987951808,20,True,1
2612,XY065,expt1002_TRITC_XY065_T13.tif,221850.0,4160.487798061753,13.0,expt1002_Cy5_XY065_T13_cp_masks.tif,168.0,6.0,5494072.726190476,1320.5357142857142,20,True,1
2613,XY066,expt1002_TRITC_XY066_T01.tif,491.0,2668.674134419552,1.0,expt1002_Cy5_XY066_T01_cp_masks.tif,110.0,0.0,11911.99090909091,4.463636363636364,20,True,1
2614,XY066,expt1002_TRITC_XY066_T02.tif,1041.0,2388.1546589817485,2.0,expt1002_Cy5_XY066_T02_cp_masks.tif,111.0,0.5,22397.018018018018,9.37837837837838,20,True,1
2615,XY066,expt1002_TRITC_XY066_T03.tif,10738.0,2407.72974483144,3.0,expt1002_Cy5_XY066_T03_cp_masks.tif,117.0,1.0,220976.08547008547,91.77777777777776,20,True,1
2616,XY066,expt1002_TRITC_XY066_T04.tif,27858.0,2553.222557254649,4.0,expt1002_Cy5_XY066_T04_cp_masks.tif,110.0,1.5,646615.2181818181,253.25454545454545,20,True,1
2617,XY066,expt1002_TRITC_XY066_T05.tif,44468.0,2731.8950931006566,5.0,expt1002_Cy5_XY066_T05_cp_masks.tif,115.0,2.0,1056364.443478261,386.6782608695653,20,True,1
2618,XY066,expt1002_TRITC_XY066_T06.tif,64201.0,3057.78366380586,6.0,expt1002_Cy5_XY066_T06_cp_masks.tif,108.0,2.5,1817710.8240740744,594.4537037037037,20,True,1
2619,XY066,expt1002_TRITC_XY066_T07.tif,80089.0,3342.037595674812,7.0,expt1002_Cy5_XY066_T07_cp_masks.tif,109.0,3.0,2455600.449541284,734.7614678899082,20,True,1
2620,XY066,expt1002_TRITC_XY066_T08.tif,93439.0,3666.4075921189215,8.0,expt1002_Cy5_XY066_T08_cp_masks.tif,118.0,3.5,2903266.6016949154,791.8559322033898,20,True,1
2621,XY066,expt1002_TRITC_XY066_T09.tif,104358.0,3807.612986067192,9.0,expt1002_Cy5_XY066_T09_cp_masks.tif,114.0,4.0,3485569.0877192984,915.421052631579,20,True,1
2622,XY066,expt1002_TRITC_XY066_T10.tif,112719.0,3957.800361962047,10.0,expt1002_Cy5_XY066_T10_cp_masks.tif,113.0,4.5,3947958.398230088,997.5132743362832,20,True,1
2623,XY066,expt1002_TRITC_XY066_T11.tif,118595.0,4087.304001011847,11.0,expt1002_Cy5_XY066_T11_cp_masks.tif,109.0,5.0,4447099.247706422,1088.02752293578,20,True,1
2624,XY066,expt1002_TRITC_XY066_T12.tif,130933.0,4133.032466986932,12.0,expt1002_Cy5_XY066_T12_cp_masks.tif,111.0,5.5,4875228.288288289,1179.5765765765766,20,True,1
